subjectId,randCondNum,validationRadio,subjectValidation1,expTime_min,minRespTime_sec,iwould_large,iwould_small,iexpectOther_large,iexpectOther_small,dem_gender,dem_language,val_recognized,val_familiar,val_feedback,Data_Set,HITID,val0(7510),val1(disdain),val2(jealousy),val3(AF25HAS),val4(steal),val5(pia2_D_a2_C),val6(pia2_D_a2_C),Excluded,Notes
4dec2961bea1d111bfc456104505f75ecb4f620575ed39e02f2451bf,25,[7510  disdain  jealousy  AF25HAS  split  pia2_C_a2_C  pia2_D_a2_C],0,12.42186667,52.712,0,-1,1,-2,female,English,No,I understood all the labels,It was a fun hit to do,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,split,pia2_C_a2_C,,0,
08012095c1c548c54714cfa34ff19e44ff8aca32c0ab0946723d49c8,28,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,12.60946667,29.055,-1,-1,-3,-3,female,English,no,yes- very familiar with all,None,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
3ce16c8bde20e0cf4eb76cdf670375f218e8c5118e2e663dab78c5dc,7,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,10.48905,34.675,-1,-1,-3,-3,female,English,None,I understood all and wasn-t unfamiliar with any of the emotions. ,What happened with the two ladies at the beginning??,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
92fb6b17c17fb5b2eb61cc47376dd2f396570824f5b5f36b0e2ecb54,0,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,15.1161,34.755,-1,-1,1,1,female,,No,Fury,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
6995c9ee771c04c2c375f1b48fa879f636188ea1ff6fbe51b4c20572,0,[7510  disdain  jealousy  AF25HAS  split  pia2_D_a2_C  pia2_D_a2_C],0,12.75521667,44.049,0,-1,1,-2,female,English,No,Yes,I wish I could have seen the outcome of the first video. ,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,split,,,0,
0f18dc2bdaa44cb80784844c941d5ba15495632ed7e00bf908017268,3,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,14.57355,37.988,1,-1,2,-3,male,English,I don-t recognize any of the videos or images.,I understand all of the emotion labels.,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
3c2572af1df4a8379c1efdf9b2d041a3595de05e74ffed496ed9a304,-9,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_C_a2_C],0,15.07581667,36.229,0,0,1,-1,male,English.,No.,Yes.,No. ,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,pia2_C_a2_C,0,
bdd89a872b12370a63dc963cb771315b6478f287d97e6e34cc147450,21,[7510  satisfaction  jealousy  AF25HAS  split  pia2_C_a2_C  pia2_C_a2_C],0,7.544933333,22.55,0,0,-2,-2,male,english,no,yes,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,satisfaction,,,split,pia2_C_a2_C,pia2_C_a2_C,0,
5d6e1e5b6b00e42acf8a0e25fa30bb1a466e610950f290212983957b,25,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,20.08605,72.141,-1,-1,-2,-3,male,English,No.,Yes.  Familiar with all.,No.,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
18e7fea8052fc31a275351549ad6cffd182f423ba2ed39c5979ee12c,22,[7510  disdain  jealousy  AF25HAS  split  pia2_C_a2_C  pia2_D_a2_C],0,14.8876,43.37,-1,-1,2,-3,male,English,no i have never seen them,I understood them all,It was fun and i enjoyed it.,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,split,pia2_C_a2_C,,0,
09d7ade399b01de0014856bc3870e4fabe66edd199c056580bc2e2c2,-15,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,11.55398333,36.41,-1,-1,-1,-2,female,english,no,yes,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
fef80234f38bfc490329afc47e725f6b8baf2cf4f914425fce00c613,7,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,10.62385,29.043,-1,-1,-1,-2,female,english,,,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
fe00de655b165cc964d40277a6699600048ddd6dd3b23a67d5fbc497,6,[7510  boredom  jealousy  AF14AFS  split  pia2_C_a2_D  pia2_C_a2_C],0,5.591533333,19.537,1,-1,-1,-3,male,English,nothing,nothing,very good ,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,boredom,,AF14AFS,split,pia2_C_a2_D,pia2_C_a2_C,0,
05567ebb014f48476f70c6c1c0c3e50b54cf63bbe17827238a22dd87,6,[76230  satisfaction  NR  AF14AFS  steal  pia2_D_a2_C  pia2_D_a2_C],0,8.039366667,17.522,1,-1,3,-3,male,English,no,respect,Good,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,76230,satisfaction,NR,AF14AFS,,,,0,
6da4c529a2ffb13bec9867c3facc3b97fc110a8ba197ae1c587bdaae,5,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,18.2165,41.32,-1,-1,-2,2,female,English,no,I understood the labels.,n/a,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
f4e8cdcb3f4262e5fe4e6e4a4013506cf345590ee307302aed1c8d90,-19,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,10.44925,36.69,-1,-1,-2,-1,male,English,No,Yes  I am very familiar with all the emotions listed.,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
8cd8add45d6a5993f95d9d87bab0cfe95d3d208a6550960df4b146cb,6,[7510  appreciation  jealousy  AF14AFS  steal  pia2_D_a2_C  pia2_D_a2_C],0,8.758416667,27.563,1,1,2,2,male,english,good,respect,good,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,appreciation,,AF14AFS,,,,0,
895a4c86a6ac63074bf3b5ed3bb510f10839a528de7a84a5aaa25350,6,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,22.24381667,59.77,-1,-1,-1,-1,female,English,No  I did not recognize any of the videos or images.,I understood all of the emotion labels with no problem.  They are all equally familiar to me.  ,This HIT was a lot of fun  thanks!,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
c85635391283b0614ac9e156480cdca6cc92f08e9e05c3a8353b9dac,6,[7510  disdain  jealousy  AF25HAS  split  pia2_C_a2_C  pia2_D_a2_C],0,15.23991667,42.507,-1,-1,-2,-3,female,English,No,I understood them perfectly ,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,split,pia2_C_a2_C,,0,
39c5137203533d324a65ee92e18514200d535d4a8321a3c2b8956677,-15,[12246  satisfaction  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,14.61376667,22.1,-1,-1,-3,-3,male,English,no,Envy,nice,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,12246,satisfaction,,,,pia2_C_a2_C,,0,
a75b8de7e6c10a797fa1b0c38fba49d0acfef14ab7009123d1853af5,-12,[7510  disdain  jealousy  AF25HAS  split  pia2_C_a2_C  pia2_C_a2_C],0,9.439333333,23.677,-1,-1,-3,-3,male,english,none,I understood,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,split,pia2_C_a2_C,pia2_C_a2_C,0,
b24e39ad2d8661437f19e02b15a41ea2e1abcd3035779af496d19ac9,16,[7510  satisfaction  jealousy  AF25HAS  split  pia2_D_a2_C  NR],0,22.17586667,17.664,-1,1,-2,3,male,english,i did not  inteertesting show that i have not seen before.,understood all emotions,Fun survey!,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,satisfaction,,,split,,NR,0,
f4c169bef1abc19358b68932b58d014382b72842cf7d595a18cc3f22,7,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,15.12181667,42.216,-1,-1,2,-1,female,English,no,I understood them all and none were unfamiliar.,Video was slow to load but did eventually.,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
714d697ad99bff20b091c23a462fdb9ac450aa997555132c4a2c0df3,-24,[32900  satisfaction  respect  AF25HAS  steal  pia2_C_a2_D  pia2_C_a2_C],0,7.100133333,16.551,-1,1,-2,3,male,English,Yes this hit,Joy,No,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,32900,satisfaction,respect,,,pia2_C_a2_D,pia2_C_a2_C,0,
98a6b8cd0f62d236124bad4a8b58d3ce528e3d9a3a619675cfac7f7e,-5,[7510  disdain  jealousy  AF25HAS  split  pia2_C_a2_C  pia2_C_a2_C],0,11.05398333,29.497,1,1,1,2,male,English,no,Yes  i-m familiar with all of them.,Thank you ,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,split,pia2_C_a2_C,pia2_C_a2_C,0,
f7803faf11cacc7373c5336e0b1c34998f232306dd520164baaf9bba,-1,[7510  satisfaction  respect  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_D],0,4.404883333,13.69,-1,1,-3,3,male,ENGLISH ,home,Relief,GOOD,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,satisfaction,respect,,,,pia2_D_a2_D,0,
c6a104f7651a7ba23365d9a3e36e8e27388a6b77363e1db8378fefd3,28,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,22.99391667,32.199,0,-1,3,3,male,English,Yes from a show that I have seen a few times,I understood them all,IT was fun and now I am going to watch the show on Youtube,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
6625a8c4a3070488a0af84243a84ac0a80e220fd8e5f20662398e1c3,22,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,18.62301667,32.399,-1,1,-1,2,female,English,The game show seemed only vaguely familiar,I understood them all,Directions were clear and everything worked fine  aside from slow loading the video I watched,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
6411400c9bebde3dba1beaa31e2d0845857dc97a8362ae114a235443,6,[7510  disdain  jealousy  AF25HAS  split  pia2_D_a2_C  pia2_D_a2_C],0,9.524383333,31.905,-1,-1,2,-2,female,English,No,Yes  I had no issues with the labels.,Interface made the task quick and easy.,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,split,,,0,
4366c8369b6cd05b650829da5bcf0360d74b69de0382d30ce62d56c2,-7,[7510  disdain  jealousy  AF25HAS  split  pia2_C_a2_C  pia2_D_a2_C],0,15.97606667,37.858,1,-1,3,-2,female,English,I dont recognize it at all. But I think I would like to watch this show.,Yes I understand all of them and I am familiar with all of them.,Nothing at the moment  thank you.,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,split,pia2_C_a2_C,,0,
fe5bcfa07762def441372e3262738f331f893017a8de643f7b27d9c3,-29,[7510  appreciation  respect  AF25HAS  split  pia2_D_a2_C  pia2_C_a2_D],0,16.35245,35.352,-1,-1,-3,-3,male,english,initial,hembarrassment,this is very interesting,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,appreciation,respect,,split,,pia2_C_a2_D,0,
c9c1a210de99bb1620710a3476a545fd9b51428ff50b51e7bedfac3a,6,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,14.51171667,26.529,-1,1,-2,3,male,English,no,I understood all of the labels,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
4c8fd396ae9c96d78b6b358303edb88ed6c641ba584e17b5f803addb,-16,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,9.082966667,21.893,0,1,2,3,female,english,no,yes  least familiar with contempt,no,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
f2bd366af3b6c66de269f391585dea49cb7e82e1a0bf1bbc3e9854b5,6,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,22.62421667,36.341,-1,1,-1,2,male,English,no,yes     least familiar with relief,none,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
391f4be750dd90547b4cdefc43e00c948fc05339cbe618f8db04778a,17,[76230  satisfaction  respect  AF25HAS  split  pia2_C_a2_D  pia2_D_a2_C],0,4.731116667,13.016,-1,-1,-3,-2,male,english,no,joy,good,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,76230,satisfaction,respect,,split,pia2_C_a2_D,,0,
1aa1b0d40d7aa9ba4acc8f59744b34eb435fe7eb9cb32b7e7432387f,31,[7510  satisfaction  respect  AF25HAS  steal  pia2_D_a2_D  pia2_D_a2_C],0,8.090833333,21.876,1,1,2,3,,english,,respect,good survey,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,satisfaction,respect,,,pia2_D_a2_D,,0,
6ec122120a6df2583d1e2ed63969bfc3be2d7719f89e7a6803a88cd3,11,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,40.90046667,132.416,1,-1,-1,-3,male,English.,No.,Contempt.,This was a long HIT.,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
f33b4468bbd4c90d5ea630987439096a5453dcf146771eaab79083d1,-5,[7510  boredom  jealousy  AF33ANS  steal  pia2_C_a2_C  pia2_C_a2_D],0,17.25778333,9.277,0,0,1,-2,male,english,good,yes,good,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,boredom,,AF33ANS,,pia2_C_a2_C,pia2_C_a2_D,0,
3fbfe46293a146392dbb721efbf84b396c7817a4209305014086f642,6,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_C_a2_C],0,16.51156667,22.932,-1,-1,-1,1,female,English,no,I understand them all,This was a lot of fun! Thank you! ,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,pia2_C_a2_C,0,
8732a437d998f6adf0f23c2be817df9339ca61cdd078dcf4085765f0,-28,[12246  satisfaction  jealousy  AF25HAS  split  pia2_C_a2_D  NR],0,4.468166667,13.79,-1,-1,-2,-2,male,English,no,surprise,no,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,12246,satisfaction,,,split,pia2_C_a2_D,NR,0,
67cc90cf72e6c3c38a311706bc2838836b55ccd4123bb7b464d40375,6,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,18.64425,55.483,-1,-1,-3,-1,male,English,No,I understood all the emotions,I may have made a mistake on the first set of two questions about what I would do. I would definitely split. I thought the second question was asking what I would do. If I was guessing about the other person would do I slightly more think they would split.,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
cfd394bceca676daa33041ec9c6f9e1baf55822d42290b26548aba0e,-2,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_C_a2_C],0,7.691566667,26.935,-1,-1,-3,-3,female,English,No,Yes,no,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,pia2_C_a2_C,0,
25762dbd59c208bb61edf64d99bee2aa3a57f67aa334fbb7e9b1a81d,12,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,41.74156667,92.867,-1,-1,-2,-2,female,English,Nope.,I have a degree in health and human services so I am familiar with all of them in theory  but I avoid most human interaction  so fortunately I don-t have a lot of experience with fury and comtempt lol. But I understand them😊,Please figure emotions out for all of us. Interesting study 😊,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
6c8ba75dcca2ca86ac6a03c47e2aaa7ec8f699346f7ea2514dcbb2fc,4,[12246  boredom  jealousy  AF25HAS  split  pia2_C_a2_C  NR],0,4.769133333,16.384,-1,-1,-3,-2,,english,,Surprise,no,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,12246,boredom,,,split,pia2_C_a2_C,NR,0,
f19b03e81ca95f858d174d3a449a484b99a0cdd48e744ff581cfc002,30,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,9.225716667,24.591,0,-1,3,3,male,English,no,yes,No,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
74532f21a9ec74c57958106923180ba15eb6a763a058abe38de558c5,10,[76230  satisfaction  respect  AF25HAS  steal  pia2_C_a2_C  NR],0,7.5107,14.941,1,1,2,2,,English,,Respect,good,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,76230,satisfaction,respect,,,pia2_C_a2_C,NR,0,
9e53264365c5a09586eb8246c03568ba35b05fad8b39d3f99286ef94,-18,[76230  satisfaction  respect  AF25HAS  steal  pia2_C_a2_D  pia2_C_a2_C],0,6.218966667,15.323,1,1,3,-3,male,English,nothing,joy,Good,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,76230,satisfaction,respect,,,pia2_C_a2_D,pia2_C_a2_C,0,
72fb12808fe4b7ae3626b5d428f56cb736424d851fe4c52db2030ead,-9,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_C_a2_C],0,8.05065,20.194,1,1,-1,1,male,English,no,Least familiar with contempt,Fun hit,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,pia2_C_a2_C,0,
c82fccfed5464e0ad6487c7b1f1e9b023399c4a1f04b514f6c059bb8,-28,[7510  disdain  respect  AF25HAS  split  pia2_C_a2_C  pia2_C_a2_C],0,13.44771667,47.736,-1,1,-2,3,male,English,No.,Yes,No.,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,respect,,split,pia2_C_a2_C,pia2_C_a2_C,0,
c0917d4efe78444fe681803e6e43de29434617263151e1cc7a311439,4,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,10.71331667,26.153,1,-1,-2,-2,male,english,no,yes,thanks it was fun,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
addb7bb03dd939697ea482978f85acd6f83ddda39b2cb8e71e3c478d,6,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_C_a2_C],0,58.37288333,69.05,-1,1,-1,3,female,English Language.,No.,I understood all of the emotions labeled.,No,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,pia2_C_a2_C,0,
4b065ab666b83a4d339aac42697c0ca2597237f01068b8d1a7e784d5,30,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,12.45175,35.335,1,1,1,-2,male,English,No,I suppose Respect felt oddly placed in the context of the game show. It stuck out and was an awkward emotion to rate for each person.,The part towards the end where it asks to pick the face most resembling joy DID NOT LOAD properly  it was missing one of the faces  which I assume was the face of joy since the others did not fit that description at all.,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
fa723e543b4f72331201a86a91f9f9c1f0bdb480ef64719812bd70db,-5,[7510  satisfaction  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_C_a2_C],0,10.1613,31.004,-1,1,-2,2,female,English,None recognized,It was hard to label \Respect\ as an emotion  so I tried to keep it neutral for the most part.,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,satisfaction,,,,,pia2_C_a2_C,0,
7854318dd73077f27a3ffe851a0b1e2caa610f76444e928d0e2be239,31,[32900  satisfaction  respect  AF25HAS  split  pia2_D_a2_C  pia2_D_a2_C],0,7.57465,25.811,-1,-1,2,2,male,,yes recognize videos  from starting game,Gratitude,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,32900,satisfaction,respect,,split,,,0,
4111cb9790a25525f0e5b1b14c1bfb245302e7d8bb667358cb39e9a7,-23,[7510  disdain  jealousy  AF25HAS  split  pia2_D_a2_C  NR],0,5.937983333,23.355,-1,1,-2,3,,English,No,Yes,No,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,split,,NR,0,
f2339e88c4144e1de2cf750b97a7ff8922a5154afa51f4db0eee9a7d,-27,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,18.36275,43.866,-1,1,2,1,female,,NO,Yes,NO,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
31086e04109caad833b0f39ed19b97920bef8a3d212bf74baf88bd6a,-2,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,12.11301667,25.816,0,-1,-2,2,female,english,no,yes  none,no,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
682439384f84ab8546de1751297a96affba2d4406b3e77943ca50d39,-28,[12246  satisfaction  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,7.291416667,23.947,-1,-1,-3,-2,male,,no,Envy,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,12246,satisfaction,,,,pia2_C_a2_C,,0,
e309bdeaa6e5a194f742b78c7c58d5f1d6fc9ec7df02917336cdc05e,17,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,14.32743333,34.681,-1,-1,-1,-2,male,English,I did not,Yes I understood them all very well.,This was a very enjoyable hit. I hope my input helps your research! Thank you!,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
739bdc82c953f60864bb1b945100742dcfefd822e1a428b9b5ae5d34,-12,[12246  satisfaction  jealousy  AF25HAS  split  pia2_C_a2_D  NR],0,4.592733333,17.467,-1,1,2,-2,,EMGLISH,,,NONE,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,12246,satisfaction,,,split,pia2_C_a2_D,NR,0,
222c96d6dc9232a75718737b81a4fbcfbc9dd9656a8acb176f0d8d75,-24,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,5.71515,12.442,0,-1,2,-2,female,English,No.,Yes,No,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
216401a6724359b3d7097b66d0280ebe59ea8708f577436f7bd9264e,18,[12246  satisfaction  jealousy  AF25HAS  split  pia2_C_a2_C  pia2_D_a2_C],0,13.33541667,18.99,-1,-1,-3,-2,male,,no,Envy,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,12246,satisfaction,,,split,pia2_C_a2_C,,0,
ce6b83a03fac0a10273ef79492897911155c5a29b62152ee13961b46,1,[7510  satisfaction  jealousy  AF25HAS  steal  pia2_C_a2_D  pia2_D_a2_C],0,6.4904,16.045,0,-1,-1,-3,male,English,no,Yes,Decent hit  would love to do more of these!,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,satisfaction,,,,pia2_C_a2_D,,0,
0b2473df9f73ebcc904937fd778b424efaf46251eee5048bf86a40b7,-2,[7510  satisfaction  apprehension  AF25HAS  split  pia2_C_a2_D  pia2_C_a2_C],0,3.7458,13.715,-1,-1,-1,-3,male,English,Nothing.,Yes.,good and nice.,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,satisfaction,apprehension,,split,pia2_C_a2_D,pia2_C_a2_C,0,
587bbc65ecb8509726fbe338cf91948cc4aa61677a238b763951e96b,10,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,12.55816667,26.383,-1,-1,-3,-2,male,English,No,I had to search what contempt meant everything else I knew.,None,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
6357196c6145bc2cbe9395ae8f7b40a0afdd2a56d93062e9e3076501,18,[7510  disdain  jealousy  AF25HAS  split  pia2_C_a2_C  pia2_D_a2_C],0,24.28978333,29.226,-1,-1,-2,-2,male,English,None,I knew them all,thank you,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,split,pia2_C_a2_C,,0,
dfb19fbbc80e7626dd69a48f71ee94b55173c384e5958d503c901b46,-5,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,15.82016667,42.861,0,-1,-1,-2,female,English,no,I understood them  but contempt was probably the harder emotion to determine.,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
a49ee4c2d0b1ecc23d9839b626b672edaa1406156004fcd508b3fc50,-3,[7510  satisfaction  jealousy  AF25HAS  split  pia2_D_a2_C  pia2_C_a2_C],0,3.560383333,12.425,1,1,2,2,male,,no,yes,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,satisfaction,,,split,,pia2_C_a2_C,0,
ea82ff57b62133aff0ea5d2e1063907db2c1485065e5551e0ea234b9,-28,[7510  appreciation  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,8.57,22.333,-1,-1,-2,-3,male,English,No,Envy ,No,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,appreciation,,,,pia2_C_a2_C,,0,
cbffae8cbffc0f24ea84a3ab4122d8ed5614b9cdf2b46a53286839dc,17,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,17.23528333,60.081,-1,-1,1,-3,male,English,No,I understood all of the emotion labels. There were none that I felt unfamiliar with.,Fun HIT! Thank you!,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
329206304a347765164fa636ddb2c74c81bdb4f5784603d830e6f1a5,17,[7510  boredom  jealousy  AF25HAS  split  pia2_C_a2_D  pia2_C_a2_D],0,22.73518333,32.698,-1,-1,-2,-3,male,English,no,yes,excellent survey,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,boredom,,,split,pia2_C_a2_D,pia2_C_a2_D,0,
